,,,,,,,,,,,,,,,"Do not use in model, ok to use to test",
KY11EWL,2021-06-02,poor,10.3,"65,000",3,none,Citroen,DS3,Manual,Petrol,Blue,Hatchback,"£2,125",,"£1,044","£1,375"
KM59UTO,2021-06-02,average,11.6,"125,500",4,partial,Peugeot,3008,Manual,Diesel,Grey,SUV,£561,,£515,£775
KS10ULY,2021-06-02,poor,10.9,"108,000",1,partial,Peugeot,207,Manual,Petrol,Black,Hatchback,£150,,£50,£275
AY64VDR,2021-06-02,poor,6.8,"80,000",0,none,Hyundai,i10,Manual,Petrol,Orange,Hatchback,"£2,467",,"£1,887","£2,075"
DN10WPD,2021-06-02,good,11,"63,000",1,partial,MINI,Convertible,Automatic,Petrol,Red,Convertible,"£3,430",,"£3,399","£4,200"
M17LUA,2021-06-02,average,11.3,"97,000",2,partial,Subaru,Impreza,Manual,Diesel,Grey,Hatchback,"£2,324",,"£1,211","£2,525"
BN58CSO,2021-06-02,poor,12.7,"48,100",1,full,Renault,Clio,Manual,Petrol,Blue,Hatchback,"£1,048",,£454,£750
CX09DRO,2021-06-02,good,12.2,"136,000",2,none,Mitsubishi,Shogun,Automatic,Diesel,Grey,SUV,"£4,505",,"£3,700","£4,250"
AP07WNC,2021-06-02,average,14,"186,000",2,partial,Volvo,XC90,Automatic,Diesel,Silver,SUV,£739,,"£1,083","£1,100"
KJ08HZR,2021-06-02,poor,12.9,"120,000",4,partial,Fiat,Grande Punto,Manual,Diesel,Black,Hatchback,£388,,£50,£225
KU63VXG,2021-06-02,average,7.4,"64,000",2,partial,Ford,Focus,Manual,Diesel,Black,Estate,"£4,024",,"£2,590","£3,700"
FL63RFE,2021-06-02,average,7.7,"70,000",1,none,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,"£1,733",,"£1,165","£1,725"
LL11XGR,2021-06-02,poor,10,"63,156",0,partial,Nissan,Note,Manual,Petrol,Silver,Hatchback,"£1,808",,"£1,021","£1,400"
GJ62OTT,2021-06-02,poor,8.7,"153,000",3,partial,Volvo,S60,Manual,Diesel,Black,Saloon,"£1,796",,"£1,521","£1,700"
VN62STZ,2021-06-02,average,8.5,"59,000",2,partial,Peugeot,107,Manual,Petrol,Silver,Hatchback,"£1,319",,£938,"£1,225"
AO63MTJ,2021-06-02,good,7.6,"46,270",2,full,Volkswagen,Tiguan,Automatic,Diesel,Blue,SUV,"£8,669",,"£7,834","£8,900"
BG10FGX,2021-06-02,excellent,11.1,"55,000",3,full,Fiat,Panda,Manual,Petrol,Grey,Hatchback,£923,,"£1,000","£1,000"
WK63ZSJ,2021-06-02,average,7.5,"48,000",2,partial,Peugeot,RCZ,Manual,Diesel,White,Coupe,"£6,132",,"£4,737","£6,000"
YD12ZNT,2021-06-02,excellent,9.2,"62,300",2,full,Mazda,Mazda2,Manual,Diesel,White,Hatchback,"£2,160",,"£2,500","£2,325"
YC62DVF,2021-06-02,average,8.5,"100,000",4,full,BMW,1 Series,Manual,Diesel,Black,Hatchback,"£3,982",,"£2,985","£3,650"
SP63HHN,2021-06-02,good,7.8,"55,000",1,partial,Audi,A6 Saloon,Manual,Diesel,Grey,Saloon,"£8,248",,"£7,475","£8,650"
KS10PTX,2021-06-02,excellent,10.9,"128,000",4,partial,Mercedes-Benz,C Class,Automatic,Diesel,Silver,Saloon,"£2,731",,"£2,830","£2,925"
WP12EHZ,2021-06-02,good,9,"112,000",2,partial,Citroen,C1,Manual,Petrol,White,Hatchback,£738,,£510,"£1,050"
VE59FHZ,2021-06-02,good,11.4,"111,239",1,full,Vauxhall,Corsa,Manual,Diesel,Silver,Hatchback,£244,,£392,£550
WE53PAT,2021-06-02,good,8.9,"79,000",1,full,MINI,Convertible,Manual,Petrol,Blue,Convertible,"£3,151",,"£3,413","£3,350"
VU60TGK,2021-06-02,good,10.7,"93,200",4,partial,Ford,S-Max,Automatic,Diesel,Silver,MPV,"£2,845",,"£2,140","£2,675"
VO02TOM,2021-06-02,good,8.7,"78,000",1,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,"£3,874",,"£3,521","£3,925"
RV63YBG,2021-06-02,good,7.3,"72,988",1,partial,Mercedes-Benz,B Class,Automatic,Diesel,Silver,Hatchback,"£5,117",,"£4,882","£5,750"
EA07GZM,2021-06-02,average,14.2,"124,000",2,partial,Hyundai,Santa Fe,Automatic,Petrol,Blue,SUV,"£1,650",,"£1,182","£1,675"
MX11KWU,2021-06-02,good,10.1,"91,000",4,partial,Volkswagen,Scirocco,Manual,Diesel,White,Coupe,"£4,102",,"£3,468","£4,300"
SA59OMW,2021-06-02,poor,11.7,"84,000",3,partial,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,£609,,£243,£550
YR10ZLN,2021-06-02,average,11.2,"103,000",4,partial,Fiat,500,Manual,Diesel,Blue,Hatchback,£945,,£602,£925
B16DFF,2021-06-02,good,7.3,"79,000",2,none,Nissan,Qashqai,Manual,Petrol,Red,SUV,"£4,724",,"£3,508","£4,775"
KP59HDE,2021-06-02,poor,11.6,"99,950",1,full,Audi,A6 Saloon,Automatic,Diesel,Silver,Saloon,"£3,154",,"£2,642","£3,050"
CK63YGE,2021-06-02,good,7.4,"78,000",3,full,Ford,Fiesta,Manual,Diesel,Blue,Hatchback,"£3,172",,"£2,790","£3,425"
M22CEP,2021-06-02,good,7.5,"76,250",1,partial,MINI,Countryman,Manual,Diesel,Grey,SUV,"£4,510",,"£4,222","£4,725"
BL13TXO,2021-06-02,good,7.8,"48,000",2,full,Vauxhall,Corsa,Automatic,Petrol,Grey,Hatchback,"£3,301",,"£2,861","£3,900"
BT08FSZ,2021-06-02,average,13,"68,000",3,none,Ford,Ka,Manual,Petrol,Red,Hatchback,£150,,£50,£175
YH59AZV,2021-06-02,average,11.6,"74,000",1,full,Honda,Civic,Manual,Petrol,Black,Hatchback,"£2,188",,"£1,768","£2,025"
FT10CZK,2021-06-02,average,11,"100,000",1,none,Volkswagen,Passat,Manual,Diesel,Black,Estate,"£1,809",,"£1,338","£2,150"
LF15KVT,2021-06-02,poor,6.2,"81,500",1,partial,Citroen,DS3,Manual,Petrol,Blue,Hatchback,"£2,389",,"£1,988","£2,175"
SW58BPY,2021-06-02,excellent,12.3,"56,000",4,full,Renault,Laguna,Automatic,Diesel,Blue,Coupe,"£2,237",,"£1,915","£1,600"
PF07PSF,2021-06-02,good,7.6,"68,700",1,full,BMW,3 Series,Manual,Petrol,White,Estate,"£8,668",,"£7,484","£8,450"
MA14UDJ,2021-06-02,good,7.2,"33,000",1,full,SKODA,Fabia,Manual,Petrol,White,Hatchback,"£3,275",,"£2,751","£3,575"
NK59HBN,2021-06-02,good,11.5,"99,000",2,partial,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,"£2,103",,"£1,690","£2,275"
LO62USU,2021-06-02,average,8.4,"93,000",1,partial,Nissan,Qashqai,Automatic,Petrol,Black,SUV,"£4,489",,"£3,879","£4,475"
BL11MVP,2021-06-02,poor,9.9,"107,570",2,full,Ford,Focus,Manual,Diesel,Grey,Hatchback,"£1,906",,"£1,399","£1,600"
YE63TWF,2021-06-02,good,7.6,"38,505",2,full,Ford,Fiesta,Manual,Petrol,Blue,Hatchback,"£7,021",,"£5,614","£6,850"
EK12YSC,2021-06-02,average,9,"110,000",3,full,Ford,Focus,Manual,Diesel,Red,Hatchback,"£2,428",,"£2,066","£2,325"
WM06KCF,2021-06-02,poor,14.9,"70,000",2,none,Mitsubishi,Shogun,Automatic,Diesel,Blue,SUV,"£4,322",,"£2,809","£2,600"
LS09AUF,2021-06-02,average,12.1,"96,000",2,partial,Ford,Fiesta,Manual,Petrol,Black,Hatchback,"£1,043",,£860,"£1,150"
LS06WOY,2021-06-03,good,15,"59,000",1,partial,MINI,Hatch,Automatic,Petrol,Grey,Hatchback,"£2,557",,"£1,606","£2,225"
PX56TYK,2021-06-03,average,14.7,"111,584",3,partial,Citroen,Xsara Picasso,Manual,Diesel,Grey,MPV,£150,,£50,£225
OE12FPA,2021-06-03,average,9,"75,009",1,full,Jaguar,XF,Automatic,Diesel,Black,Saloon,"£6,093",,"£5,369","£5,850"
CX06XNJ,2021-06-03,average,14.9,"74,000",2,none,MINI,Hatch,Automatic,Petrol,Silver,Hatchback,£967,,£777,"£1,250"
RD60BEX,2021-06-03,average,7.3,"53,500",2,full,Kia,Sportage,Manual,Diesel,White,SUV,"£6,838",,"£5,491","£7,500"
M29NSC,2021-06-03,good,11.6,"60,000",2,full,Ford,Fiesta,Manual,Petrol,Red,Hatchback,"£1,890",,"£1,597","£2,075"
DN56JDU,2021-06-03,average,14.3,"107,000",2,full,Honda,Jazz,Manual,Petrol,Black,Hatchback,£215,,£360,£475
LL62BYK,2021-06-03,good,8.6,"80,000",2,partial,Mercedes-Benz,C Class,Manual,Diesel,Black,Saloon,"£3,813",,"£2,874","£3,825"
YA10UYU,2021-06-03,average,10.8,"200,369",2,full,Ford,Focus,Manual,Diesel,Blue,Hatchback,£150,,£50,£250
R28THD,2021-06-03,good,5.9,"72,000",2,full,Volkswagen,Golf,Automatic,Diesel,Black,Hatchback,"£6,485",,"£6,227","£7,000"
DF62NHK,2021-06-03,good,8.3,"125,438",3,partial,Mercedes-Benz,E Class,Automatic,Diesel,White,Saloon,"£4,590",,"£3,056","£4,600"
KR60XFF,2021-06-03,good,10.4,"75,000",1,partial,Volkswagen,Golf,Manual,Diesel,Blue,Hatchback,"£3,426",,"£2,915","£3,525"
P6CRT,2021-06-03,average,6.2,"135,000",3,partial,Land Rover,Range Rover Evoque,Automatic,Diesel,Grey,SUV,"£12,143",,"£10,634","£11,850"
NH07GZL,2021-06-03,poor,14,"70,000",2,partial,Peugeot,207 CC,Manual,Diesel,Grey,Convertible,£548,,£334,£525
AF09RHJ,2021-06-03,good,12.1,"113,000",2,partial,Vauxhall,Insignia,Manual,Diesel,Grey,Hatchback,£450,,£523,£825
PJ62YED,2021-06-03,good,8.3,"103,000",1,partial,BMW,3 Series,Manual,Diesel,Black,Saloon,"£4,486",,"£3,629","£4,500"
EK62TXU,2021-06-03,good,8.7,"29,000",2,partial,Hyundai,i10,Manual,Petrol,Blue,Hatchback,"£2,206",,"£1,586","£2,250"
RK64NJO,2021-06-03,excellent,6.7,"73,000",1,full,Jaguar,XF,Automatic,Diesel,Grey,Saloon,"£7,961",,"£9,000","£8,650"
EF10DFC,2021-06-03,good,11,"80,000",2,partial,Hyundai,i30,Manual,Petrol,White,Hatchback,"£1,395",,"£1,029","£1,750"
YG63RXM,2021-06-03,good,7.7,"46,000",1,full,Land Rover,Freelander 2,Automatic,Diesel,Black,SUV,"£12,808",,"£11,348","£13,550"
EO12UNN,2021-06-03,average,9.2,"118,306",2,partial,Mercedes-Benz,B Class,Automatic,Diesel,Blue,Hatchback,"£3,402",,"£2,751","£3,050"
FR12ZMY,2021-06-03,good,8.9,"94,000",3,partial,Audi,A3,Manual,Diesel,Black,Hatchback,"£3,023",,"£2,467","£3,050"
CK10VYZ,2021-06-03,good,11.1,"81,000",3,partial,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,£972,,£585,"£1,075"
FD06FJC,2021-06-03,average,15,"150,226",3,none,SEAT,Leon,Manual,Diesel,Black,Hatchback,£150,,£110,£350
WO65UFV,2021-06-03,excellent,5.7,"39,049",1,full,Vauxhall,ADAM,Manual,Petrol,Purple,Hatchback,"£3,999",,"£4,640","£4,675"
YE14YXU,2021-06-03,good,7,"93,932",2,full,Vauxhall,Insignia,Manual,Diesel,Black,Estate,"£3,018",,"£2,348","£3,025"
BG61AEM,2021-06-03,excellent,9.4,"86,400",2,partial,BMW,X5,Automatic,Diesel,Black,SUV,"£10,755",,"£10,895","£9,950"
KS64TNK,2021-06-03,good,6.4,"83,700",0,full,Honda,Civic,Manual,Diesel,Brown,Hatchback,"£4,870",,"£4,654","£4,800"
OY11GSZ,2021-06-03,excellent,10.3,"97,000",4,full,Land Rover,Range Rover Sport,Automatic,Diesel,Red,SUV,"£8,544",,"£9,330","£9,100"
EO14XDR,2021-06-03,excellent,7.2,"67,102",1,full,Nissan,Qashqai,Manual,Diesel,Silver,SUV,"£6,291",,"£6,410","£6,800"
WN12ABV,2021-06-03,excellent,9.2,"75,000",4,full,Audi,A1,Manual,Petrol,White,Hatchback,"£4,359",,"£4,220","£4,475"
FV10UOD,2021-06-03,good,11.1,"96,000",3,full,Volkswagen,Golf,Automatic,Diesel,Silver,Hatchback,"£3,220",,"£2,804","£3,275"
BF63FRJ,2021-06-03,excellent,7.8,"66,000",1,partial,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,"£1,874",,"£2,000","£2,250"
DY58XUB,2021-06-03,excellent,12.7,"93,000",2,partial,Volkswagen,Golf,Manual,Petrol,Silver,Hatchback,"£1,464",,"£1,750","£1,650"
YB57AWM,2021-06-03,poor,13.5,"120,000",3,none,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,£682,,£347,£750
SG62EHY,2021-06-03,excellent,8.7,"70,500",2,full,Fiat,500,Manual,Petrol,White,Hatchback,"£1,615",,"£1,700","£1,950"
SY15LLE,2021-06-03,good,6.3,"89,800",1,full,Ford,Mondeo,Manual,Diesel,Blue,Hatchback,"£5,088",,"£5,043","£4,875"
KY58CVS,2021-06-03,good,12.8,"46,500",1,partial,Mercedes-Benz,CLK,Automatic,Petrol,Black,Coupe,"£3,014",,"£2,640","£3,250"
MK66AHZ,2021-06-03,good,4.7,"81,000",2,full,Volkswagen,Passat,Automatic,Diesel,Black,Estate,"£8,358",,"£7,834","£8,000"
CB02LOV,2021-06-03,average,10.9,"37,000",2,partial,Mazda,MX-5,Manual,Petrol,Silver,Convertible,"£5,230",,"£3,720","£5,050"
RJ59UYG,2021-06-03,good,11.5,"90,655",1,full,Volkswagen,Golf,Manual,Petrol,Black,Hatchback,"£2,494",,"£2,134","£2,650"
XX06NAD,2021-06-03,good,6.6,"72,500",2,full,Audi,Q3,Manual,Diesel,Black,SUV,"£10,741",,"£10,814","£11,150"
BF08ODU,2021-06-03,poor,13.3,"101,000",4,partial,MINI,Hatch,Manual,Petrol,Red,Hatchback,£536,,£318,£550
YX06ZXU,2021-06-03,average,15.2,"138,000",4,partial,Audi,A3,Manual,Petrol,Blue,Hatchback,£150,,£431,£550
SM08HJV,2021-06-03,good,13,"119,000",3,partial,Volvo,V50,Automatic,Diesel,Black,Estate,"£1,763",,"£1,348","£1,725"
A13LBF,2021-06-03,good,8.1,"67,500",2,partial,Mercedes-Benz,E Class,Automatic,Diesel,Silver,Saloon,"£6,842",,"£6,118","£6,400"
LR62UPS,2021-06-03,good,8.7,"52,000",0,full,Renault,Clio,Manual,Petrol,Grey,Hatchback,"£2,052",,"£1,473","£2,175"
LX62VUM,2021-06-03,good,8.8,"72,000",3,partial,SEAT,Ibiza,Manual,Petrol,White,Hatchback,"£1,748",,"£1,371","£1,975"
HX08FWF,2021-06-03,average,13.2,"120,000",4,partial,Nissan,Qashqai,Manual,Diesel,Black,Hatchback,£646,,£595,£950
SV61TNZ,2021-06-03,good,9.7,"76,000",1,partial,Vauxhall,Astra,Manual,Petrol,Red,Hatchback,"£1,869",,"£1,677","£1,950"
SC62KOB,2021-06-03,average,8.4,"115,000",2,none,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,£656,,£475,£825
LB06VAA,2021-06-03,poor,15,"51,000",1,partial,Ford,Focus,Manual,Petrol,Black,Hatchback,£916,,£287,£500
EO59LWA,2021-06-03,poor,11.8,"102,000",1,partial,Ford,Mondeo,Manual,Diesel,Blue,Estate,"£2,000",,£839,"£1,375"
KA57DZK,2021-06-03,good,13.5,"78,467",1,none,Volkswagen,Golf,Manual,Petrol,Black,Hatchback,"£1,967",,"£1,254","£1,875"
RK56OGW,2021-06-03,good,14.8,"86,341",2,full,BMW,1 Series,Manual,Diesel,Grey,Hatchback,£666,,£807,"£1,375"
WJ11HDF,2021-06-03,poor,10.2,"84,000",2,none,Peugeot,207,Manual,Petrol,Black,Hatchback,£478,,£226,£425
ST12GGZ,2021-06-03,average,9.1,"60,740",1,partial,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,"£1,259",,£843,"£1,175"
DS62FJN,2021-06-03,poor,8.3,"95,300",2,full,Fiat,500C,Manual,Petrol,Blue,Convertible,"£2,312",,"£1,656","£1,525"
FP13BYL,2021-06-03,good,7.9,"72,000",2,full,Land Rover,Range Rover Sport,Automatic,Diesel,White,SUV,"£13,592",,"£13,226","£14,900"
PJ10XDD,2021-06-03,average,11,"81,723",2,full,MINI,Hatch,Manual,Petrol,Silver,Hatchback,"£1,522",,"£1,338","£1,775"
PE09FSX,2021-06-03,average,12.2,"59,000",2,partial,Peugeot,107,Manual,Petrol,Blue,Hatchback,£924,,£569,£850
YD08LGJ,2021-06-03,average,13.2,"52,700",2,full,Ford,Fiesta,Manual,Petrol,White,Hatchback,"£3,402",,"£1,273","£2,550"
YR61VAH,2021-06-03,average,9.7,"45,000",2,partial,Vauxhall,Astra,Manual,Petrol,Black,Hatchback,"£2,438",,"£1,659","£2,325"
LC65COU,2021-06-03,good,5.5,"72,000",1,none,Land Rover,Range Rover Evoque,Manual,Diesel,Blue,SUV,"£13,589",,"£13,717","£14,200"
WP13VUW,2021-06-03,excellent,7.9,"75,500",2,partial,Peugeot,3008,Manual,Diesel,White,SUV,"£2,551",,"£2,625","£3,125"
FT08HRJ,2021-06-03,good,12.9,"70,450",0,full,Toyota,Yaris,Manual,Petrol,Red,Hatchback,"£1,287",,£820,"£1,450"
YR11KCF,2021-06-03,average,10.2,"138,000",1,none,Ford,Focus,Manual,Petrol,Grey,Hatchback,£373,,£465,£575
LR08AYL,2021-06-03,average,13.2,"78,833",3,full,Ford,Mondeo,Manual,Diesel,Silver,Hatchback,£959,,£653,£950
VE10WLR,2021-06-03,average,10.9,"139,000",4,partial,Nissan,Note,Manual,Diesel,Silver,Hatchback,£276,,£390,£575
DL64EMX,2021-06-03,average,6.3,"45,000",1,none,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,"£3,088",,"£2,458","£2,850"
KP62OBM,2021-06-03,good,8.5,"76,000",2,full,Vauxhall,Astra,Automatic,Petrol,Silver,Hatchback,"£2,529",,"£2,502","£2,925"
ST56KFE,2021-06-03,average,14.5,"129,870",4,partial,Land Rover,Freelander 2,Manual,Diesel,Grey,SUV,"£2,773",,"£1,871","£2,525"
SV11XKN,2021-06-03,poor,10.2,"72,667",2,none,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,"£1,208",,£407,£800
OY14GXL,2021-06-03,good,7.2,"109,390",1,partial,Vauxhall,Insignia,Manual,Diesel,Silver,Hatchback,"£3,006",,"£2,348","£2,875"
MA08POU,2021-06-03,average,13.2,"70,000",4,none,Audi,A4 Cabriolet,Manual,Petrol,Black,Convertible,"£2,849",,"£2,160","£2,500"
L26TAJ,2021-06-03,good,6.8,"127,000",1,partial,BMW,2 Series,Manual,Diesel,Black,Coupe,"£5,202",,"£4,809","£5,550"
YT67NEO,2021-06-03,excellent,3.7,"34,000",0,full,Porsche,Macan,Automatic,Petrol,Blue,SUV,"£43,651",,"£43,770","£46,200"
X90JHS,2021-06-03,excellent,7.9,"67,314",2,full,Land Rover,Discovery 4,Automatic,Diesel,Grey,SUV,"£19,530",,"£19,595","£20,800"
GY09OBK,2021-06-03,poor,12,"27,000",2,full,Fiat,Grande Punto,Manual,Petrol,White,Hatchback,£935,,£384,£750
SJ14YVF,2021-06-03,good,7.3,"25,800",1,full,Chevrolet,Spark,Manual,Petrol,White,Hatchback,"£1,886",,"£1,273","£1,825"
YD06OOG,2021-06-03,poor,15.2,"93,000",2,full,Peugeot,107,Manual,Petrol,Black,Hatchback,£214,,£221,£300
PK58VTZ,2021-06-03,good,12.5,"75,000",2,full,BMW,Z4,Automatic,Petrol,Black,Coupe,"£9,343",,"£7,489","£8,000"
AE57KUB,2021-06-03,excellent,13.7,"118,000",2,full,Audi,RS4,Manual,Petrol,Black,Saloon,"£10,359",,"£13,000","£11,750"
J7LGO,2021-06-03,excellent,6.5,"74,000",2,full,Audi,A1,Manual,Diesel,Black,Hatchback,"£4,892",,"£5,840","£5,600"
DS14NWY,2021-06-03,excellent,7,"60,000",2,full,Vauxhall,Corsa,Manual,Petrol,Grey,Hatchback,"£2,322",,"£2,310","£2,750"
VF62GXH,2021-06-03,good,8.4,"49,000",2,full,Mitsubishi,Outlander,Automatic,Diesel,Silver,SUV,"£8,880",,"£6,853","£8,400"
BF13NYZ,2021-06-03,excellent,8.1,"62,000",2,full,Nissan,Qashqai,Manual,Diesel,Black,SUV,"£4,724",,"£4,420","£4,825"
KU64UJJ,2021-06-03,good,6.8,"71,000",1,full,Land Rover,Range Rover Evoque,Automatic,Diesel,Black,SUV,"£13,093",,"£13,147","£14,150"
GJ62XFE,2021-06-03,excellent,8.6,"65,000",2,partial,Nissan,Juke,Manual,Petrol,Red,SUV,"£3,702",,"£4,770","£3,800"
EO64ZTS,2021-06-03,excellent,6.6,"42,000",2,full,Kia,Picanto,Manual,Petrol,Black,Hatchback,"£2,641",,"£3,000","£2,975"
RF56ZNL,2021-06-03,excellent,14.4,"96,000",3,partial,Honda,Civic,Manual,Petrol,Grey,Hatchback,£731,,£895,£900
GC15BWX,2021-06-03,excellent,5.9,"68,000",4,partial,Audi,SQ5,Automatic,Diesel,Black,SUV,"£19,129",,"£19,440","£19,750"
SM12MOU,2021-06-03,average,9,"43,500",2,full,BMW,1 Series,Automatic,Petrol,Grey,Hatchback,"£7,226",,"£5,258","£6,350"
FV07VVA,2021-06-03,excellent,14,"91,000",1,partial,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,"£1,804",,"£1,165","£1,575"
SD09OVC,2021-06-03,good,12.2,"101,500",4,none,Renault,Clio,Manual,Petrol,Black,Hatchback,£409,,£113,£475
LT13OZP,2021-06-03,poor,8.2,"97,000",4,partial,Kia,Picanto,Manual,Petrol,Black,Hatchback,"£1,126",,£477,£750
FV08KXW,2021-06-03,poor,13.1,"147,000",4,partial,Citroen,Grand C4 Picasso,Automatic,Diesel,Brown,MPV,£150,,£149,£300
M888MFD,2021-06-03,good,8.3,"57,750",1,partial,Citroen,DS5,Automatic,Diesel,Grey,Hatchback,"£5,845",,"£4,639","£5,250"
WV13DXB,2021-06-03,average,8.3,"38,000",2,partial,Fiat,500,Manual,Petrol,White,Hatchback,"£2,847",,"£2,086","£2,525"
LC57WTZ,2021-06-03,good,13.5,"93,000",2,full,Fiat,Grande Punto,Manual,Diesel,Blue,Hatchback,£368,,£140,£375
SB10RZY,2021-06-03,average,10.9,"83,000",1,full,Ford,Fiesta,Manual,Diesel,Blue,Hatchback,"£1,748",,"£1,223","£1,725"
J17MYA,2021-06-03,average,11.5,"72,000",3,partial,Ford,Kuga,Manual,Diesel,Grey,SUV,"£3,322",,"£2,590","£3,475"
NC06TFU,2021-06-03,excellent,14.9,"75,000",3,partial,Volvo,V50,Manual,Diesel,Black,Estate,"£1,480",,"£1,050","£1,200"
R999CMX,2021-06-03,good,5.7,"37,808",2,none,Fiat,500,Manual,Petrol,Red,Hatchback,"£3,747",,"£3,044","£3,700"
BL07XSM,2021-06-03,poor,13.8,"44,246",1,none,Citroen,C3,Automatic,Petrol,Red,Hatchback,"£1,002",,£466,£775
PC09PED,2021-06-03,poor,10.7,"161,000",4,none,Land Rover,Range Rover Sport,Automatic,Diesel,Blue,SUV,"£4,920",,"£3,802","£4,725"
VN12XLA,2021-06-03,average,9,"89,700",2,full,Nissan,Juke,Manual,Petrol,Black,SUV,"£2,968",,"£2,284","£2,875"
RA57XAC,2021-06-03,poor,13.5,"103,000",2,partial,Honda,CR-V,Manual,Diesel,Silver,SUV,"£2,490",,"£1,578","£1,725"
AF09JXV,2021-06-03,good,12,"78,000",2,full,Jaguar,XF,Automatic,Diesel,Blue,Saloon,"£4,315",,"£3,472","£4,000"
EK11LUE,2021-06-03,average,10.2,"26,000",2,partial,Peugeot,207 CC,Manual,Petrol,Black,Convertible,"£2,308",,"£1,500","£1,725"
LL12GCX,2021-06-03,average,9,"72,185",1,full,Ford,S-Max,Manual,Petrol,White,MPV,"£4,901",,"£4,209","£4,425"
GY16KWB,2021-06-03,good,5.1,"87,000",2,partial,Jaguar,XE,Manual,Diesel,Black,Saloon,"£8,396",,"£6,896","£8,550"
DF62JYN,2021-06-03,excellent,8.4,"105,000",2,full,Toyota,Yaris,Automatic,Petrol Hybrid,Blue,Hatchback,"£3,822",,"£4,160","£4,225"
GN61CFO,2021-06-03,average,9.6,"107,500",2,partial,Ford,S-Max,Manual,Diesel,Black,MPV,"£2,923",,"£2,264","£2,800"
EY13TVT,2021-06-03,poor,8.2,"100,000",2,partial,Ford,C-Max,Manual,Petrol,Silver,MPV,"£2,957",,"£2,209","£1,800"
WG57GZE,2021-06-03,good,13.5,"190,000",3,partial,Land Rover,Range Rover Sport,Automatic,Diesel,Silver,SUV,"£1,563",,"£1,719","£1,975"
MA11DSO,2021-06-03,good,10.2,"112,000",3,partial,BMW,3 Series,Automatic,Diesel,Black,Saloon,"£2,844",,"£2,738","£3,375"
LP62CKU,2021-06-03,average,8.4,"53,961",1,partial,Chevrolet,Captiva,Manual,Diesel,White,SUV,"£4,807",,"£3,164","£4,000"
OY13EUW,2021-06-03,poor,8.3,"95,300",2,full,Honda,Civic,Manual,Diesel,White,Hatchback,"£3,748",,"£2,522","£2,750"
YF10DXY,2021-06-03,average,10.9,"42,028",2,full,Ford,Ka,Manual,Petrol,Silver,Hatchback,"£1,262",,£798,"£1,200"
WR56KNS,2021-06-04,poor,14.6,"61,000",3,partial,Kia,Picanto,Automatic,Petrol,Blue,Hatchback,£525,,£437,£525
K99JSN,2021-06-04,good,11.2,"96,000",2,partial,Audi,A3,Manual,Petrol,White,Hatchback,"£2,144",,"£1,854","£2,775"
MT57SBV,2021-06-04,average,13.4,"135,141",3,partial,Kia,Sorento,Manual,Diesel,Silver,SUV,£648,,£525,£875
K15ARU,2021-06-04,good,8.5,"41,514",1,none,Toyota,Yaris,Automatic,Petrol Hybrid,Black,Hatchback,"£5,484",,"£5,222","£5,850"
L999CDD,2021-06-04,good,8.3,"88,700",1,full,Ford,Focus,Manual,Diesel,Blue,Hatchback,"£2,876",,"£2,348","£2,900"
KW65UFU,2021-06-04,excellent,5.3,"86,000",1,partial,BMW,5 Series,Automatic,Diesel,Black,Saloon,"£9,858",,"£11,000","£11,200"
FX06YGY,2021-06-04,good,15.3,"70,000",1,partial,Ford,Focus,Automatic,Petrol,Blue,Hatchback,£793,,£736,"£1,075"
SV11XKN,2021-06-04,poor,10.2,"72,667",2,partial,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,"£1,213",,£436,£800
OY59CGO,2021-06-04,good,11.6,"25,000",2,full,SKODA,Fabia,Manual,Diesel,Beige,Hatchback,"£3,190",,"£1,462","£2,425"
VX14OBD,2021-06-04,poor,7.2,"74,342",1,full,Volkswagen,Golf,Manual,Diesel,Black,Hatchback,"£5,306",,"£3,828","£4,700"
AC58EXD,2021-06-04,average,12.3,"100,000",2,partial,Volkswagen,Golf,Manual,Petrol,Blue,Hatchback,"£1,433",,"£1,034","£1,450"
RF15YLU,2021-06-04,good,5.8,"69,500",1,full,BMW,2 Series Active Tourer,Automatic,Diesel,White,MPV,"£7,263",,"£6,214","£7,650"
RJ59UYG,2021-06-04,good,11.5,"90,655",1,full,Volkswagen,Golf,Manual,Petrol,Black,Hatchback,"£2,497",,"£2,134","£2,675"
FL13NZU,2021-06-04,excellent,8.1,"81,000",1,full,Ford,Fiesta,Manual,Diesel,Silver,Hatchback,"£3,445",,"£3,380","£3,200"
WF15XPH,2021-06-04,average,6.1,"67,650",1,full,Audi,A1,Manual,Diesel,Grey,Hatchback,"£6,768",,"£6,052","£6,600"
